Sr. No.,Data Source,Shop Name,Contact / Owner,WhatsApp Number,Area / Locality,Zone,Store Type,Years Operating,Has Refrigerator,ADA / Distributor,Brands Stocked,Stocks Amul C&T,Aware of Amul C&T,Why Not Stocking C&T,C&T SKU Mix (80g / 180g / 850g),C&T Estimated Packs / Week,Amul Masti Dahi Packs / Week (est.),Pack Sizes Most in Demand,Packaging Format Preferred,#1 Selling Dahi Brand at Store,"Brand Ranking (brands stocked, by volume)",Amul Dahi Sales Change vs 1 Year Ago,Primary Reason Customers Choose Competitor,Customers Ask for Amul Dahi by Name,Customers Ask for Other Brand by Name,Margin on Amul Dahi (from price list),Best Trade Promotions Brand,Branded Display / Fridge Provided By,Best Rep Visits Brand,Best Shelf Life / Freshness Brand,Preferential Shelf Placement Brand,Biggest 6-Month Growth Brand,Trade Promotions Received on Amul Dahi,Amul Rep Visit Frequency,Customer Complaints About Amul Dahi,Customer Feedback on Amul C&T Specifically,Suggested Changes / Improvements for Amul,Other Feedback for Amul,Timestamp,zone_clean,store_type_clean,years_operating_clean,fridge_type,awareness_tier,rep_visit_clean,promo_received_clean,stocks_ct,pack_format_clean,phone_clean,phone_valid,feat_refrigerator_flag,feat_dedicated_fridge,feat_awareness_score,feat_rep_visit_score,feat_promo_bonus,feat_engagement_score,feat_infrastructure_score,feat_competitor_presence,feat_frubon_threat_score,feat_ct_weekly_volume,feat_masti_weekly_volume,feat_years_operating_num,feat_adoption_likelihood,nlp_complaints,nlp_ct_feedback,nlp_suggestions,nlp_other_feedback,nlp_why_not_stocking,nlp_full_corpus
296,Synthetic (Shoppee YES + March Sales),Rajdhani Super Mart,Vinay,9950060084.0,Vaishali Nagar,Vaishali Nagar / Mansarovar,Supermarket / Modern trade,More than 10 years,"Yes, dedicated dairy refrigerator",Harsh,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)",Pouch (cheaper),Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Stayed the same,Price,"Yes, sometimes",,Amul Masti Dahi: 5–10%,None / No Promotions,,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Saras Dahi,"No, never",Rarely (once in 2–3 months),Not thick enough,Customers haven't asked for it,More consumer-facing offers/free trials,no_data,,Vaishali_Mansarovar,Supermarket,gt_10yrs,dedicated,unaware,rarely,never,False,pouch,99500600840,False,1,1,0,1,0,1,2,1,1,0,150,4,4.83,not thick enough,customers haven't asked for it,more consumer-facing offers/free trials,no_data,no_data,not thick enough | customers haven't asked for it | more consumer-facing offers/free trials
297,Synthetic (Shoppee YES + March Sales),Arihant Provision Store,Amrita Goyal,8955296605.0,Shipra Path Mansarovar,Vaishali Nagar / Mansarovar,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Shree Syam Parlour,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), FruBon Dahi",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)",Pouch (cheaper),Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: FruBon Dahi",Stayed the same,Price,"Yes, often",,Amul Masti Dahi: 5–10%,None / No Promotions,,Saras,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Rarely (once in 2–3 months),No complaints,Customers haven't asked for it,Smaller affordable SKU for single-use,no_data,,Vaishali_Mansarovar,Kiryana,gt_10yrs,dedicated,unaware,rarely,never,False,pouch,89552966050,False,1,1,0,1,0,1,2,1,0,0,75,4,4.83,no complaints,customers haven't asked for it,smaller affordable sku for single-use,no_data,no_data,no complaints | customers haven't asked for it | smaller affordable sku for single-use
298,Synthetic (Shoppee YES + March Sales),Krishna Coldrinks,Gulshan Chadda,9587035972.0,137 Gurunanakpura Rajapark,Amer / Periphery / Ajmer Road,Kiryana/General store,5–10 years,"Yes, dedicated dairy refrigerator",Madhu,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,20–50 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Stayed the same,Familiarity/habit,Never,,Amul Masti Dahi: 5–10%,Saras,,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Frubon Dahi,"No, never",Fortnightly,Not thick enough,Customers haven't asked for it,More consumer-facing offers/free trials,no_data,,Amer_Periphery,Kiryana,5_10yrs,dedicated,unaware,fortnightly,never,False,cup,95870359720,False,1,1,0,3,0,3,2,1,1,0,35,3,5.12,not thick enough,customers haven't asked for it,more consumer-facing offers/free trials,no_data,no_data,not thick enough | customers haven't asked for it | more consumer-facing offers/free trials
299,Synthetic (Shoppee YES + March Sales),Gulab Trading,Mukesh Kumar Meena,8619296913.0,Dawas Road Jaipur,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Bhamu,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), FruBon Dahi",No,"Yes, aware but not stocking",No customer demand/enquiry,,,50–100 packs/week,"400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Frubon Dahi,"#1: FruBon Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased significantly,Taste preference,"Yes, often",,Amul Masti Dahi: 5–10%,Saras,,Saras,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Fortnightly,Curd is too sour,No awareness among customers,Smaller affordable SKU for single-use,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,aware_only,fortnightly,never,False,cup,86192969130,False,1,1,1,3,0,3,2,1,0,0,75,4,6.67,curd is too sour,no awareness among customers,smaller affordable sku for single-use,no_data,no customer demand/enquiry,curd is too sour | no awareness among customers | smaller affordable sku for single-use | no customer demand/enquiry
300,Synthetic (Shoppee YES + March Sales),One Two Ka Four,One Two Ka Four,797606923.0,Chitrakoot Ajmer Road,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Harsh,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"No, not aware at all",,,,50–100 packs/week,"400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Saras Dahi,"#1: Saras Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased slightly,Familiarity/habit,"Yes, often",,Amul Masti Dahi: 5–10%,Frubon,Saras Booth/Display,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Frubon Dahi,"No, never",Weekly,Curd is too sour,No awareness among customers,Smaller affordable SKU for single-use,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,unaware,weekly,never,False,cup,7976069230,True,1,1,0,4,0,4,2,1,3,0,75,4,5.83,curd is too sour,no awareness among customers,smaller affordable sku for single-use,no_data,no_data,curd is too sour | no awareness among customers | smaller affordable sku for single-use
301,Synthetic (Shoppee YES + March Sales),Sunshine Bakers,Prince Verma,9509405968.0,Janakpuri 1St Imli Phatak,Amer / Periphery / Ajmer Road,Bakery / Convenience,More than 10 years,"Yes, dedicated dairy refrigerator",Mohanl Lal Saini,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use)",No clear preference,Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased slightly,Price,"Yes, often",,Amul Masti Dahi: 5–10%,None / No Promotions,,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Frubon Dahi,"No, never",Rarely (once in 2–3 months),No complaints,Too thin/watery compared to Masti Dahi per retailer observation,Better margins for retailers,no_data,,Amer_Periphery,Bakery,gt_10yrs,dedicated,unaware,rarely,never,False,no_preference,95094059680,False,1,1,0,1,0,1,2,1,1,0,75,4,4.83,no complaints,too thin/watery compared to masti dahi per retailer observation,better margins for retailers,no_data,no_data,no complaints | too thin/watery compared to masti dahi per retailer observation | better margins for retailers
302,Synthetic (Shoppee YES + March Sales),Balaji Departmental Store,Neeraj Sharma,9414044467.0,P.N 36 Shivpuri Colony Kalwar Road Jhotwara,Jhotwara / Murlipura,Supermarket / Modern trade,2–5 years,"Yes, dedicated dairy refrigerator",Shree Nidhi,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Amul Dahi Creamy & Tasty, FruBon Dahi",Yes,"Yes, I stock it",,"180g Cup, 80g Cup",50–100 packs/week,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)",Pouch (cheaper),Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Amul Dahi Creamy & Tasty",Stayed the same,Local pride in Saras,"Yes, sometimes",,"Amul C&T: 80g=24%, 180g=30%, 850g=6.8% | Masti: 5–10%",Saras,,Frubon,About The Same,"Amul (Eye Level, Front Of Fridge)",Frubon Dahi,"No, never",Rarely (once in 2–3 months),No complaints,"Texture is creamy, some prefer it over Masti",Smaller affordable SKU for single-use,no_data,,Jhotwara_Murlipura,Supermarket,2_5yrs,dedicated,stocking,rarely,never,True,pouch,94140444670,False,1,1,3,1,0,1,2,1,1,75,75,2,7.58,no complaints,"texture is creamy, some prefer it over masti",smaller affordable sku for single-use,no_data,no_data,"no complaints | texture is creamy, some prefer it over masti | smaller affordable sku for single-use"
303,Synthetic (Shoppee YES + March Sales),Shree Shyam Traders,Sita Ram,9460255677.0,Narayan Market Govindpura Link Road Jhotawar,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Shree Nidhi,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Amul Dahi Creamy & Tasty, FruBon Dahi",Yes,"Yes, I stock it",,"180g Cup, 80g Cup",50–100 packs/week,50–100 packs/week,"400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Amul Dahi Creamy & Tasty",Decreased slightly,Price,"Yes, often",,"Amul C&T: 80g=24%, 180g=30%, 850g=6.8% | Masti: 5–10%",None / No Promotions,,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Rarely (once in 2–3 months),No complaints,"Good freshness, priced right",More advertising in Jaipur,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,stocking,rarely,never,True,cup,94602556770,False,1,1,3,1,0,1,2,1,1,75,75,4,8.33,no complaints,"good freshness, priced right",more advertising in jaipur,no_data,no_data,"no complaints | good freshness, priced right | more advertising in jaipur"
304,Synthetic (Shoppee YES + March Sales),Shree Ram General Store,Hari Prasad Biyani,9610482297.0,Shivam Plaza G-1 Shilp Colony Jhotwara,Jhotwara / Murlipura,Kiryana/General store,2–5 years,"Yes, dedicated dairy refrigerator",Shree Nidhi,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Mother Dairy Curd",No,"No, not aware at all",,,,200–500 packs/week,"80g / 180g (small cup, single use)",Pouch (cheaper),Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Mother Dairy Curd",Increased significantly,Taste preference,Never,,Amul Masti Dahi: 5–10%,Frubon,Frubon Provides Display Box,Saras,Amul,"Amul (Eye Level, Front Of Fridge)",Frubon Dahi,"No, never",Fortnightly,Curd is too sour,Customers haven't asked for it,More frequent sales rep visits,no_data,,Jhotwara_Murlipura,Kiryana,2_5yrs,dedicated,unaware,fortnightly,never,False,pouch,96104822970,False,1,1,0,3,0,3,2,1,2,0,350,2,4.75,curd is too sour,customers haven't asked for it,more frequent sales rep visits,no_data,no_data,curd is too sour | customers haven't asked for it | more frequent sales rep visits
305,Synthetic (Shoppee YES + March Sales),Agarawal Kirana,Rajesh Kumar,8094074182.0,Opposite Ananda City,Amer / Periphery / Ajmer Road,Kiryana/General store,5–10 years,"Yes, dedicated dairy refrigerator",Ayan Sales,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"Yes, aware but not stocking",Low/unclear margin,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Saras Dahi,"#1: Saras Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased significantly,Local pride in Saras,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Frubon,Frubon Provides Display Box,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Frubon Dahi,"No, never",Monthly,No complaints,Too thin/watery compared to Masti Dahi per retailer observation,More advertising in Jaipur,no_data,,Amer_Periphery,Kiryana,5_10yrs,dedicated,aware_only,monthly,never,False,cup,80940741820,False,1,1,1,2,0,2,2,1,3,0,75,3,5.96,no complaints,too thin/watery compared to masti dahi per retailer observation,more advertising in jaipur,no_data,low/unclear margin,no complaints | too thin/watery compared to masti dahi per retailer observation | more advertising in jaipur | low/unclear margin
307,Synthetic (Shoppee YES + March Sales),Bhagya Kirana Store,Bhaya Chand Jain,7062612233.0,Swarn Path Mansarover,Amer / Periphery / Ajmer Road,Kiryana/General store,2–5 years,"Yes, dedicated dairy refrigerator",Shree Syam Parlour,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"No, not aware at all",,,,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Saras Dahi,"#1: Saras Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Decreased slightly,Local pride in Saras,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Frubon,,Frubon,Saras,"Saras (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Weekly,Curd is too sour,No awareness among customers,Smaller affordable SKU for single-use,no_data,,Amer_Periphery,Kiryana,2_5yrs,dedicated,unaware,weekly,never,False,cup,70626122330,False,1,1,0,4,0,4,2,1,3,0,150,2,5.08,curd is too sour,no awareness among customers,smaller affordable sku for single-use,no_data,no_data,curd is too sour | no awareness among customers | smaller affordable sku for single-use
308,Synthetic (Shoppee YES + March Sales),M.P,Mahendra Prakash Pajapti,8890860159.0,Jahalana,Amer / Periphery / Ajmer Road,Kiryana/General store,5–10 years,"Yes, dedicated dairy refrigerator",Suarj,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)",Pouch (cheaper),Saras Dahi,"#1: Saras Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Decreased slightly,Price,Rarely,,Amul Masti Dahi: 5–10%,Frubon,,Saras,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"Yes, occasionally",Fortnightly,Not thick enough,Customers haven't asked for it,Smaller affordable SKU for single-use,no_data,,Amer_Periphery,Kiryana,5_10yrs,dedicated,unaware,fortnightly,yes_occasionally,False,pouch,88908601590,False,1,1,0,3,2,5,2,1,2,0,75,3,5.79,not thick enough,customers haven't asked for it,smaller affordable sku for single-use,no_data,no_data,not thick enough | customers haven't asked for it | smaller affordable sku for single-use
309,Synthetic (Shoppee YES + March Sales),Ashoka General Store,Jay Vasvani,7742270942.0,Sindi Colony Banipark,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Aditya Cor.,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Amul Dahi Creamy & Tasty, Saras Dahi",Yes,"Yes, I stock it",,"180g Cup, 80g Cup",Less than 20 packs/week,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)",Pouch (cheaper),Saras Dahi,"#1: Saras Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Amul Dahi Creamy & Tasty",Increased significantly,Price,Rarely,,"Amul C&T: 80g=24%, 180g=30%, 850g=6.8% | Masti: 5–10%",None / No Promotions,,Saras,Amul,"Saras (Eye Level, Front Of Fridge)",Amul Dahi Creamy & Tasty,"Yes, occasionally",Monthly,Curd is too sour,"Texture is creamy, some prefer it over Masti",More consumer-facing offers/free trials,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,stocking,monthly,yes_occasionally,True,pouch,77422709420,False,1,1,3,2,2,4,2,1,0,10,150,4,9.33,curd is too sour,"texture is creamy, some prefer it over masti",more consumer-facing offers/free trials,no_data,no_data,"curd is too sour | texture is creamy, some prefer it over masti | more consumer-facing offers/free trials"
310,Synthetic (Shoppee YES + March Sales),Sanju Std,Sanjay Kumar,7737993771.0,10 B Mahav Das Road Ramghar Road,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Khandewal,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"Yes, aware but not stocking",No customer demand/enquiry,,,50–100 packs/week,"80g / 180g (small cup, single use)","Cup/tub (convenient, resealable)",Saras Dahi,"#1: Saras Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased slightly,Price,Rarely,,Amul Masti Dahi: 5–10%,Saras,,Frubon,Amul,"Saras (Eye Level, Front Of Fridge)",Saras Dahi,"No, never",Weekly,Curd is too sour,No awareness among customers,Smaller affordable SKU for single-use,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,aware_only,weekly,never,False,cup,77379937710,False,1,1,1,4,0,4,2,1,1,0,75,4,7.0,curd is too sour,no awareness among customers,smaller affordable sku for single-use,no_data,no customer demand/enquiry,curd is too sour | no awareness among customers | smaller affordable sku for single-use | no customer demand/enquiry
311,Synthetic (Shoppee YES + March Sales),Jagdamba Dairy,Hunuman Shing,6375596229.0,Thadi Market Mansarovar,Vaishali Nagar / Mansarovar,Dairy booth / Parlour,More than 10 years,"Yes, dedicated dairy refrigerator",Shree Syam Parlour,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased slightly,Familiarity/habit,Rarely,,Amul Masti Dahi: 5–10%,Frubon,,Amul,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Monthly,No complaints,No awareness among customers,More advertising in Jaipur,no_data,,Vaishali_Mansarovar,Dairy_Parlour,gt_10yrs,dedicated,unaware,monthly,never,False,cup,63755962290,False,1,1,0,2,0,2,2,1,2,0,75,4,5.17,no complaints,no awareness among customers,more advertising in jaipur,no_data,no_data,no complaints | no awareness among customers | more advertising in jaipur
312,Synthetic (Shoppee YES + March Sales),Janvi Kirana Store,Bhagwan Sahay,9929285246.0,Ramnagaria Jagatpura,Malviya Nagar / Jagatpura / Sanganer,Kiryana/General store,2–5 years,"Yes, dedicated dairy refrigerator",Shree Balaji,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"Yes, aware but not stocking",No customer demand/enquiry,,,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)",No clear preference,Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Stayed the same,Thickness/texture preference,"Yes, often",,Amul Masti Dahi: 5–10%,Saras,Frubon Provides Display Box,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Weekly,No complaints,Customers haven't asked for it,More advertising in Jaipur,no_data,,Malviya_Sanganer,Kiryana,2_5yrs,dedicated,aware_only,weekly,never,False,no_preference,99292852460,False,1,1,1,4,0,4,2,1,1,0,150,2,6.25,no complaints,customers haven't asked for it,more advertising in jaipur,no_data,no customer demand/enquiry,no complaints | customers haven't asked for it | more advertising in jaipur | no customer demand/enquiry
313,Synthetic (Shoppee YES + March Sales),,Neeraj Kumar Garg,8005579412.0,"Rangoli Garden,Vaishali Nagar",Vaishali Nagar / Mansarovar,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Rahul,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,20–50 packs/week,"80g / 180g (small cup, single use)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Stayed the same,Familiarity/habit,Never,,Amul Masti Dahi: 5–10%,Frubon,,Amul,About The Same,"Amul (Eye Level, Front Of Fridge)",Frubon Dahi,"No, never",Monthly,Not thick enough,Customers haven't asked for it,More advertising in Jaipur,no_data,,Vaishali_Mansarovar,Kiryana,gt_10yrs,dedicated,unaware,monthly,never,False,cup,80055794120,False,1,1,0,2,0,2,2,1,2,0,35,4,5.17,not thick enough,customers haven't asked for it,more advertising in jaipur,no_data,no_data,not thick enough | customers haven't asked for it | more advertising in jaipur
314,Synthetic (Shoppee YES + March Sales),Shivom Kirana Store,Rajkumar,9252214269.0,Tila No 3 Jawahar Nagar,Vaishali Nagar / Mansarovar,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Madhu,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"Yes, aware but not stocking",Low/unclear margin,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Stayed the same,Thickness/texture preference,Rarely,,Amul Masti Dahi: 5–10%,Saras,,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"Yes, occasionally",Monthly,Packaging leaks or breaks,No awareness among customers,Better margins for retailers,no_data,,Vaishali_Mansarovar,Kiryana,gt_10yrs,dedicated,aware_only,monthly,yes_occasionally,False,cup,92522142690,False,1,1,1,2,2,4,2,1,1,0,75,4,7.0,packaging leaks or breaks,no awareness among customers,better margins for retailers,no_data,low/unclear margin,packaging leaks or breaks | no awareness among customers | better margins for retailers | low/unclear margin
